Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, berry is ",present,present,berry,13,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, cherry is ",present,present,cherry,14,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pineapple is ",present,absent,pineapple,15,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, blackberry is ",present,present,blackberry,16,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, melon is ",present,present,melon,17,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, blueberry is ",present,absent,blueberry,18,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, raspberry is ",present,present,raspberry,19,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, lemon is ",present,present,lemon,20,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, black raspberry is ",present,absent,black raspberry,21,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, boysenberry is ",present,absent,boysenberry,22,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, watermelon is ",present,absent,watermelon,23,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, cantaloupe is ",present,present,cantaloupe,24,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, lime is ",present,absent,lime,25,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, tangelo is ",present,absent,tangelo,26,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, papaya is ",present,absent,papaya,27,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, honeydew is ",present,present,honeydew,28,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, fig is ",present,present,fig,29,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, mango is ",present,absent,mango,30,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, guava is ",present,absent,guava,31,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pomegranate is ",present,absent,pomegranate,32,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, cranberry is ",present,present,cranberry,33,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, passion fruit is ",present,present,passion fruit,34,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, prune is ",present,present,prune,35,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, gooseberry is ",present,absent,gooseberry,36,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, date is ",present,present,date,37,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, kumquat is ",present,absent,kumquat,38,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, raisin is ",present,absent,raisin,39,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, muskmelon is ",present,present,muskmelon,40,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, persimmon is ",present,absent,persimmon,41,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pawpaw is ",present,present,pawpaw,42,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, coconut is ",present,present,coconut,43,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, avocado is ",present,absent,avocado,44,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pumpkin is ",present,absent,pumpkin,45,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, tomato is ",present,present,tomato,46,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, nut is ",present,present,nut,47,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, gourd is ",present,absent,gourd,48,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, olive is ",present,present,olive,49,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pickle is ",present,absent,pickle,50,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, squash is ",present,present,squash,51,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, orange is ",absent,absent,orange,1,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, apple is ",absent,absent,apple,2,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, banana is ",absent,present,banana,3,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, peach is ",absent,present,peach,4,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, pear is ",absent,present,pear,5,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, apricot is ",absent,absent,apricot,6,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, tangerine is ",absent,absent,tangerine,7,fruits
"Following is a list that contains a number of fruits. After the list, a fruit will be judged as either present or absent in the list. If the list contains the fruit, answer with present. If the list does not contain the fruit, answer with absent. The list of fruits is: nut, grape, honeydew, lemon, olive, prune, plum, cantaloupe, squash, cherry, coconut, pear, passion fruit, muskmelon, pawpaw, raspberry, kiwi, peach, berry, cranberry, melon, fig, blackberry, banana, tomato, date. According to the list, kiwi is present. According to the list, dragon fruit is absent. According to the list, plum is ",absent,present,plum,8,fruits
