Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, chest of drawers is ",present,absent,chest of drawers,11,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, desk is ",present,present,desk,12,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, bed is ",present,absent,bed,13,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, bureau is ",present,absent,bureau,14,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, davenport is ",present,present,davenport,15,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, end table is ",present,present,end table,16,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, divan is ",present,absent,divan,17,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, night table is ",present,present,night table,18,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, chest is ",present,absent,chest,19,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, cedar chest is ",present,present,cedar chest,20,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, vanity is ",present,absent,vanity,21,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, bookcase is ",present,present,bookcase,22,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, lounge is ",present,absent,lounge,23,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, chaise lounge is ",present,absent,chaise lounge,24,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, ottoman is ",present,absent,ottoman,25,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, footstool is ",present,present,footstool,26,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, cabinet is ",present,absent,cabinet,27,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, china closet is ",present,absent,china closet,28,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, bench is ",present,present,bench,29,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, buffet is ",present,present,buffet,30,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, lamp is ",present,present,lamp,31,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, stool is ",present,absent,stool,32,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, hassock is ",present,present,hassock,33,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, drawer is ",present,present,drawer,34,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, piano is ",present,absent,piano,35,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, cushion is ",present,absent,cushion,36,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, magazine rack is ",present,absent,magazine rack,37,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, hi-fi is ",present,absent,hi-fi,38,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, cupboard is ",present,absent,cupboard,39,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, stereo is ",present,present,stereo,40,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, mirror is ",present,present,mirror,41,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, television is ",present,present,television,42,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, bar is ",present,present,bar,43,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, shelf is ",present,absent,shelf,44,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, rug is ",present,present,rug,45,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, pillow is ",present,present,pillow,46,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, wastebasket is ",present,absent,wastebasket,47,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, radio is ",present,present,radio,48,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, sewing machine is ",present,present,sewing machine,49,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, stove is ",present,absent,stove,50,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, counter is ",present,absent,counter,51,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, clock is ",present,present,clock,52,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, drape is ",present,present,drape,53,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, refrigerator is ",present,present,refrigerator,54,furniture
"Following is a list that contains a number of furniture. After the list, a furniture will be judged as either present or absent in the list. If the list contains the furniture, answer with present. If the list does not contain the furniture, answer with absent. The list of furniture is: rug, bench, pillow, drawer, television, davenport, rocker, desk, refrigerator, buffet, end table, picture, radio, table, clock, lamp, coffee table, stereo, bar, mirror, bookcase, night table, bookcase, sofa, footstool, rocking chair, sewing machine, drape, hassock, cedar chest, dresser. According to the list, bookcase is present. According to the list, wardrobe is absent. According to the list, picture is ",present,present,picture,55,furniture
