Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, earmuff is ",present,absent,earmuff,45,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, handkerchief is ",present,absent,handkerchief,46,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, purse is ",present,absent,purse,47,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, hairband is ",present,absent,hairband,48,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, ring is ",present,absent,ring,49,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, earring is ",present,present,earring,50,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, watch is ",present,present,watch,51,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, cuff link is ",present,absent,cuff link,52,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, necklace is ",present,present,necklace,53,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, bracelet is ",present,present,bracelet,54,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, cane is ",present,absent,cane,55,clothing
"Following is a list that contains a number of clothes. After the list, a clothing item will be judged as either present or absent in the list. If the list contains the clothing item, answer with present. If the list does not contain the clothing item, answer with absent. The list of clothes is: overcoat, apron, raincoat, blouse, mitten, sports jacket, vest, stocking, slipper, skirt, bra, slip, hoodie, nightgown, dress, sweatshirt, hat, jumper, girdle, bracelet, overshoe, sandal, slack, watch, bathing suit, necklace, glove, earring. According to the list, hoodie is present. According to the list, leggings are absent. According to the list, pant is ",absent,absent,pant,1,clothing
